DATE,id_mkt,Lado,Resultado,Tipo,Qtd,preco,Boleta
2014-09-26 09:01:20.429000,0.0,0.0,0.0,0.0,0.0,11.95,
2014-09-26 09:02:17.969000,0.0,0.0,0.0,0.0,0.0,11.94,0.0
2014-09-26 09:02:36.872000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:03:11.033000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:03:11.035000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:03:11.036000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:04:04.972000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:04:04.972000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:04:04.972000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:04:04.972000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:04:04.972000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:04:04.972000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:04:12.857000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:04:37.029000,13.0,1.0,-1.0,1.0,30.0,11.91,30.0
2014-09-26 09:04:37.029000,14.0,1.0,-1.0,1.0,30.0,11.91,0.0
2014-09-26 09:04:37.029000,0.0,0.0,0.0,0.0,0.0,11.91,-30.0
2014-09-26 09:04:37.029000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:04:45.921000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:04:54.671000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:04:54.671000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:04:55.262000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:04:55.994000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:04:55.994000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:01.815000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:50.781000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:50.981000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:51.426000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:51.608000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:51.876000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:51.876000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:51.926000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:52.159000,31.0,-1.0,-1.0,0.0,35.0,11.91,35.0
2014-09-26 09:05:52.582000,0.0,0.0,0.0,0.0,0.0,11.91,-35.0
2014-09-26 09:05:52.762000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:52.762000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:52.808000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:05:56.469000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:05:58.165000,37.0,-1.0,-1.0,0.0,5.0,11.91,5.0
2014-09-26 09:06:09.023000,38.0,1.0,-1.0,1.0,5.0,11.91,0.0
2014-09-26 09:06:09.539000,39.0,1.0,-1.0,1.0,10.0,11.91,5.0
2014-09-26 09:06:09.539000,40.0,1.0,-1.0,1.0,5.0,11.91,-5.0
2014-09-26 09:06:09.539000,0.0,0.0,0.0,0.0,0.0,11.91,-5.0
2014-09-26 09:06:11.176000,42.0,1.0,-1.0,1.0,10.0,11.91,10.0
2014-09-26 09:06:17.472000,43.0,1.0,-1.0,1.0,30.0,11.9,20.0
2014-09-26 09:06:17.472000,44.0,1.0,-1.0,1.0,30.0,11.9,0.0
2014-09-26 09:06:17.472000,0.0,0.0,0.0,0.0,0.0,11.9,-30.0
2014-09-26 09:06:17.472000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:17.472000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:17.472000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:17.472000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:17.472000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:17.472000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:17.474000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:32.874000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:39.782000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:41.537000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:42.340000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:43.571000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:06:46.783000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:19.718000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:20.419000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:20.968000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:20.968000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:20.968000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:20.968000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:20.968000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:21.440000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:21.440000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:21.440000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:21.440000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:21.440000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:21.545000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:21.869000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.200000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.200000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.213000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.292000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.473000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.491000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.617000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.860000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:22.901000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:23.075000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:23.302000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:36.176000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:37.065000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:38.062000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:38.062000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:38.062000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:42.770000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:43.518000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:44.106000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:44.376000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:44.376000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:44.376000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:44.376000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:44.376000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:44.582000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:45.370000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:45.401000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:45.536000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
