DATE,id_mkt,Lado,Resultado,Tipo,Qtd,preco,Boleta
2014-09-26 09:07:45.584000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:45.611000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:45.638000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:45.686000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:45.772000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:46.692000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:47.614000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:47.630000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:47.631000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:47.632000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:47.872000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:47.872000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:48.207000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:48.440000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:48.440000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:48.441000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:48.569000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:49.242000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:49.627000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:50.338000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:50.523000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:50.524000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:50.524000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:50.524000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:50.524000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:51.093000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:51.093000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:51.097000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:51.356000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:57.468000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:57.469000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:57.470000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:59.477000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:59.497000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:59.497000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:59.497000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:59.497000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:07:59.497000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:09.862000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:09.870000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.976000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:20.977000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:21.057000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:23.486000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.824000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.826000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:08:41.826000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:28.941000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:33.973000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:34.600000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:35.138000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:35.734000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:35.802000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:35.802000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:35.802000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:35.803000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:35.805000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:09:51.154000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:10:17.252000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:10:17.252000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:10:17.252000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:10:24.728000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:10:24.728000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:10:24.728000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:11:58.035000,0.0,0.0,0.0,0.0,0.0,11.89,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:19.268000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:40.217000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:40.217000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:40.217000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:44.498000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:44.498000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:44.498000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:44.498000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:44.498000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:12:48.225000,208.0,-1.0,-1.0,0.0,5.0,11.9,5.0
2014-09-26 09:12:48.225000,209.0,-1.0,-1.0,0.0,40.0,11.9,35.0
2014-09-26 09:12:48.225000,210.0,-1.0,-1.0,0.0,5.0,11.9,-35.0
2014-09-26 09:12:48.225000,211.0,-1.0,-1.0,0.0,5.0,11.9,0.0
2014-09-26 09:12:48.225000,212.0,-1.0,-1.0,0.0,5.0,11.9,0.0
2014-09-26 09:13:01.546000,213.0,-1.0,-1.0,0.0,30.0,11.9,25.0
2014-09-26 09:13:01.546000,214.0,-1.0,-1.0,0.0,20.0,11.9,-10.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,-20.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.546000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:01.548000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:02.082000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:04.506000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:28.522000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:35.632000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:35.777000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:36.104000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:36.104000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:36.106000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:13:47.187000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:14:05.049000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:14:05.049000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:14:41.069000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:15:32.244000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:16:18.769000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:16:18.769000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:14.257000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:18.281000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:17:35.555000,0.0,0.0,0.0,0.0,0.0,11.9,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:02.293000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:03.179000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:03.826000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:06.482000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:07.600000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:07.600000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:07.600000,0.0,0.0,0.0,0.0,0.0,11.91,0.0
2014-09-26 09:18:14.850000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:14.850000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:15.764000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:16.169000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:16.169000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.812000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.825000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.829000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.830000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.849000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.850000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.852000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.852000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.900000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.900000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:30.900000,0.0,0.0,0.0,0.0,0.0,11.92,0.0
2014-09-26 09:18:53.609000,289.0,-1.0,-1.0,1.0,30.0,11.93,30.0
2014-09-26 09:18:53.609000,290.0,-1.0,1.0,1.0,30.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,-30.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:18:53.609000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:02.803000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:02.804000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:02.811000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:02.811000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:15.268000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:15.268000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:17.463000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:17.463000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:17.463000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:17.463000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:17.463000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:18.078000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:18.340000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
2014-09-26 09:19:18.340000,0.0,0.0,0.0,0.0,0.0,11.93,0.0
